subjectId,chapter,level,playTime,deaths,badgesEarned,anglesUnlocked,playCount
3116,1,1,error,0,0,0,1
3116,1,3,error,0,0,0,1
3116,1,2,error,0,0,0,2
3116,1,5,error,1,0,2,2
3116,1,4,error,0,0,1,1
3116,1,7,error,0,0,3,1
3116,1,6,error,1,0,2,2
3116,1,9,error,0,0,3,1
3116,1,8,error,1,0,4,2
3116,3,1,error,0,0,1,1
3116,3,3,error,0,0,3,1
3116,3,2,error,1,0,4,2
3116,3,5,error,0,0,4,1
3116,3,4,error,0,0,2,1
3116,3,7,error,4,0,12,5
3116,3,6,error,0,0,5,1
3116,3,8,error,3,0,40,7
3116,2,1,error,0,0,1,1
3116,2,3,error,0,0,3,1
3116,2,2,error,1,0,5,3
3116,2,5,error,2,0,15,4
3116,2,4,error,1,0,6,2
3116,2,7,error,3,0,13,5
3116,2,6,error,0,0,4,1
3220,1,1,error,0,0,0,6
3220,1,3,error,2,0,0,8
3220,1,2,error,0,0,0,6
3220,1,5,error,8,0,17,14
3220,1,4,error,0,0,6,6
3220,1,7,error,15,0,10,16
3220,1,6,error,5,0,13,9
3220,1,9,error,0,0,3,1
3220,1,8,error,1,0,4,2
3220,2,1,error,0,0,3,3
3220,2,3,error,1,0,3,3
3220,2,2,error,5,0,8,8
3220,2,5,error,6,0,3,6
3220,2,4,error,1,0,5,2
